feedback_id,campaign_id,feedback_channel,sentiment,primary_theme,comment_length_words,created_at,member_id
F00391,CAMP103,app,positive,Instructor energy,35,2026-01-30,MB035
F00392,CAMP108,email,neutral,Too many notifications,49,2026-01-30,MB025
F00393,CAMP116,app,positive,Not personalized enough,52,2025-12-13,MB011
F00394,CAMP105,app,negative,Too many notifications,38,2026-01-03,MB004
F00395,CAMP101,web,positive,Difficulty mismatch,49,2026-01-08,MB004
F00396,CAMP103,web,positive,Video quality,28,2026-01-12,MB032
F00397,CAMP115,app,negative,Hard to find schedule,29,2025-12-12,MB036
F00398,CAMP106,app,negative,App performance,29,2026-01-08,MB027
F00399,CAMP103,web,positive,Instructor energy,20,2026-01-06,MB043
F00400,CAMP113,email,negative,Difficulty mismatch,58,2026-02-02,MB037
F00401,CAMP111,app,neutral,Video quality,20,2026-01-08,MB007
F00402,CAMP115,web,negative,Too many notifications,49,2026-02-17,MB003
F00403,CAMP117,social,positive,Instructor energy,40,2026-02-15,MB049
F00404,CAMP112,app,negative,Pricing confusion,27,2026-01-23,MB018
F00405,CAMP110,app,negative,Unclear value proposition,35,2025-12-24,MB040
F00406,CAMP114,web,positive,Video quality,48,2026-02-09,MB034
F00407,CAMP117,email,negative,Music selection,67,2026-02-28,MB034
F00408,CAMP102,app,negative,Music selection,45,2026-02-11,MB027
F00409,CAMP103,email,positive,Difficulty mismatch,26,2026-02-23,MB039
F00410,CAMP116,app,neutral,Music selection,29,2026-01-05,MB044
F00411,CAMP108,email,negative,Difficulty mismatch,70,2026-02-27,MB042
F00412,CAMP102,web,positive,Too much jargon,12,2026-01-26,MB012
F00413,CAMP112,social,positive,Hard to find schedule,52,2025-11-23,MB042
F00414,CAMP106,app,neutral,Not personalized enough,38,2026-02-07,MB007
F00415,CAMP110,social,negative,Unclear value proposition,73,2026-02-27,MB037
F00416,CAMP107,email,negative,Pricing confusion,47,2026-01-25,MB027
F00417,CAMP107,app,negative,Hard to find schedule,75,2025-12-07,MB041
F00418,CAMP101,app,negative,Music selection,61,2026-01-16,MB038
F00419,CAMP111,app,positive,Video quality,26,2026-02-25,MB010
F00420,CAMP115,email,negative,Difficulty mismatch,32,2026-02-28,MB015
F00421,CAMP115,web,positive,Difficulty mismatch,31,2026-02-21,MB031
F00422,CAMP113,app,negative,Difficulty mismatch,83,2026-01-17,MB047
F00423,CAMP115,app,neutral,Motivation & habit,35,2026-02-08,MB043
F00424,CAMP114,email,negative,Unclear value proposition,24,2026-02-13,MB020
F00425,CAMP108,social,neutral,Too much jargon,43,2026-01-13,MB034
F00426,CAMP116,social,neutral,Video quality,34,2025-12-31,MB012
F00427,CAMP107,social,neutral,Motivation & habit,42,2026-01-10,MB016
F00428,CAMP104,app,positive,Community vibe,52,2026-01-29,MB031
F00429,CAMP115,app,positive,App performance,38,2026-02-03,MB041
F00430,CAMP117,app,negative,Too many notifications,66,2026-01-22,MB034
F00431,CAMP104,social,neutral,Hard to find schedule,31,2025-12-22,MB008
F00432,CAMP116,email,positive,Community vibe,24,2026-01-18,MB024
F00433,CAMP111,app,positive,App performance,41,2026-02-04,MB022
F00434,CAMP107,web,negative,App performance,27,2026-02-24,MB021
F00435,CAMP106,web,neutral,Too many notifications,53,2026-02-15,MB023
F00436,CAMP112,app,positive,Too many notifications,30,2026-01-28,MB023
F00437,CAMP114,email,positive,Pricing confusion,34,2026-02-17,MB009
F00438,CAMP111,social,neutral,Pricing confusion,27,2026-01-24,MB038
F00439,CAMP109,email,negative,Too much jargon,32,2026-03-01,MB012
F00440,CAMP106,social,neutral,Motivation & habit,7,2026-01-29,MB009
F00441,CAMP102,app,positive,Too much jargon,38,2026-02-15,MB019
F00442,CAMP106,email,negative,Community vibe,81,2025-12-20,MB019
F00443,CAMP107,app,negative,Too many notifications,68,2026-03-01,MB025
F00444,CAMP112,email,positive,Community vibe,46,2026-01-26,MB004
F00445,CAMP112,app,positive,Music selection,34,2025-12-30,MB046
F00446,CAMP117,social,negative,Repetitive messaging,37,2026-02-04,MB010
F00447,CAMP109,app,negative,Video quality,71,2026-01-15,MB040
F00448,CAMP114,email,positive,Instructor energy,46,2026-01-04,MB001
F00449,CAMP106,app,neutral,Community vibe,18,2026-01-23,MB009
F00450,CAMP113,app,negative,Too many notifications,63,2026-01-23,MB002
F00451,CAMP112,app,neutral,Motivation & habit,38,2026-01-26,MB040
F00452,CAMP108,email,positive,App performance,42,2025-12-30,MB042
F00453,CAMP113,app,negative,Too many notifications,27,2026-02-19,MB032
F00454,CAMP113,app,positive,Instructor energy,10,2026-02-20,MB031
F00455,CAMP107,social,positive,Community vibe,27,2026-01-25,MB031
F00456,CAMP106,social,positive,Community vibe,65,2026-02-05,MB015
F00457,CAMP113,app,negative,Music selection,57,2026-01-24,MB009
F00458,CAMP106,social,neutral,Not personalized enough,19,2025-12-23,MB050
F00459,CAMP115,email,neutral,Community vibe,18,2026-01-06,MB018
F00460,CAMP110,web,positive,Instructor energy,45,2026-01-26,MB021
F00461,CAMP104,social,neutral,App performance,33,2026-01-19,MB003
F00462,CAMP112,app,negative,Too many notifications,67,2026-01-03,MB037
F00463,CAMP105,app,positive,Instructor energy,42,2025-12-11,MB017
F00464,CAMP105,email,positive,App performance,17,2025-12-19,MB020
F00465,CAMP108,social,negative,Pricing confusion,40,2026-02-23,MB032
F00466,CAMP109,app,negative,Too many notifications,96,2025-12-28,MB016
F00467,CAMP110,web,neutral,Pricing confusion,42,2026-01-23,MB022
F00468,CAMP103,social,negative,Too many notifications,56,2026-02-17,MB039
F00469,CAMP108,email,positive,Instructor energy,37,2026-01-24,MB021
F00470,CAMP101,app,neutral,Not personalized enough,27,2025-11-23,MB026
F00471,CAMP106,email,positive,Community vibe,62,2026-01-29,MB016
F00472,CAMP115,email,negative,Repetitive messaging,79,2026-02-25,MB028
F00473,CAMP110,email,negative,Repetitive messaging,51,2026-02-17,MB010
F00474,CAMP116,social,negative,Too much jargon,56,2025-11-25,MB009
F00475,CAMP113,app,negative,Music selection,51,2026-01-17,MB009
F00476,CAMP108,email,neutral,Music selection,36,2026-02-14,MB039
F00477,CAMP114,app,positive,Motivation & habit,63,2026-01-20,MB027
F00478,CAMP100,email,negative,App performance,32,2026-01-28,MB034
F00479,CAMP114,app,positive,Community vibe,65,2026-01-24,MB030
F00480,CAMP113,app,negative,Too many notifications,83,2026-01-11,MB015
F00481,CAMP116,email,positive,Community vibe,46,2026-02-14,MB011
F00482,CAMP112,app,positive,Repetitive messaging,59,2026-02-24,MB027
F00483,CAMP106,email,neutral,Too many notifications,19,2026-02-20,MB003
F00484,CAMP110,email,positive,Not personalized enough,14,2026-02-26,MB038
F00485,CAMP115,email,negative,Hard to find schedule,73,2026-02-24,MB030
F00486,CAMP106,email,neutral,Motivation & habit,35,2025-12-30,MB034
F00487,CAMP106,email,negative,Video quality,75,2026-01-07,MB008
F00488,CAMP113,web,positive,Unclear value proposition,50,2026-01-29,MB047
F00489,CAMP100,email,neutral,Community vibe,23,2026-01-23,MB029
F00490,CAMP116,web,negative,App performance,49,2026-02-16,MB020
F00491,CAMP115,web,negative,Music selection,45,2026-01-29,MB038
F00492,CAMP117,app,neutral,Pricing confusion,36,2026-02-21,MB048
F00493,CAMP115,email,negative,Difficulty mismatch,18,2026-01-27,MB002
F00494,CAMP101,email,neutral,Too many notifications,46,2026-02-07,MB021
F00495,CAMP116,web,positive,Motivation & habit,69,2026-02-21,MB027
F00496,CAMP105,app,negative,Too many notifications,69,2026-02-03,MB031
F00497,CAMP117,app,positive,Not personalized enough,5,2026-01-31,MB025
F00498,CAMP109,web,positive,Instructor energy,61,2026-02-01,MB010
F00499,CAMP113,social,negative,Repetitive messaging,55,2026-02-14,MB008
F00500,CAMP104,app,positive,Video quality,32,2025-12-16,MB028
F00501,CAMP115,app,positive,Instructor energy,46,2026-01-11,MB032
F00502,CAMP117,app,neutral,Community vibe,14,2025-12-07,MB006
F00503,CAMP116,app,negative,Video quality,31,2026-01-17,MB026
F00504,CAMP100,email,negative,Hard to find schedule,38,2026-01-17,MB017
F00505,CAMP116,social,neutral,Hard to find schedule,36,2026-01-02,MB023
F00506,CAMP117,email,neutral,Too much jargon,32,2026-01-23,MB009
F00507,CAMP115,web,neutral,Hard to find schedule,25,2026-01-27,MB033
F00508,CAMP105,email,negative,Unclear value proposition,20,2026-02-04,MB040
F00509,CAMP114,email,neutral,Music selection,24,2026-02-09,MB030
F00510,CAMP107,email,neutral,Music selection,13,2026-02-11,MB037
F00511,CAMP101,app,neutral,Community vibe,9,2026-01-08,MB011
F00512,CAMP116,web,negative,Pricing confusion,16,2026-02-01,MB023
F00513,CAMP110,email,positive,App performance,45,2026-01-05,MB007
F00514,CAMP102,web,positive,Motivation & habit,6,2026-02-10,MB048
F00515,CAMP114,email,negative,Video quality,42,2026-01-05,MB032
F00516,CAMP107,email,negative,Too much jargon,79,2026-01-25,MB050
F00517,CAMP110,app,neutral,Pricing confusion,39,2026-02-18,MB046
F00518,CAMP108,social,negative,Too many notifications,49,2026-01-30,MB041
F00519,CAMP104,social,positive,Community vibe,35,2026-01-15,MB007
F00520,CAMP105,app,neutral,Pricing confusion,3,2026-01-16,MB024
F00521,CAMP106,web,negative,Pricing confusion,33,2026-02-10,MB022
F00522,CAMP117,app,negative,Too many notifications,56,2026-02-07,MB038
F00523,CAMP102,app,positive,Community vibe,30,2026-01-08,MB044
F00524,CAMP113,email,neutral,Repetitive messaging,18,2026-02-08,MB001
F00525,CAMP116,email,negative,Not personalized enough,37,2026-02-05,MB047
F00526,CAMP110,app,negative,Not personalized enough,40,2026-01-25,MB011
F00527,CAMP116,social,negative,Too much jargon,41,2026-02-25,MB025
F00528,CAMP117,email,negative,Community vibe,45,2026-02-22,MB042
F00529,CAMP100,app,negative,App performance,43,2026-02-26,MB018
F00530,CAMP110,email,negative,Too many notifications,59,2025-12-23,MB001
F00531,CAMP101,email,positive,Video quality,32,2026-02-17,MB037
F00532,CAMP104,email,negative,Video quality,79,2026-02-07,MB017
F00533,CAMP105,social,positive,Pricing confusion,46,2026-02-08,MB017
F00534,CAMP101,email,positive,Community vibe,67,2026-01-27,MB050
F00535,CAMP113,app,positive,Too many notifications,38,2026-02-07,MB042
F00536,CAMP107,email,neutral,Hard to find schedule,32,2026-02-01,MB014
F00537,CAMP107,email,negative,Too many notifications,84,2026-02-13,MB030
F00538,CAMP107,app,negative,App performance,45,2026-02-25,MB019
F00539,CAMP117,app,positive,Community vibe,19,2025-11-21,MB015
F00540,CAMP113,app,negative,Not personalized enough,71,2025-12-25,MB018
F00541,CAMP116,app,neutral,Community vibe,52,2025-12-14,MB046
F00542,CAMP104,app,positive,Instructor energy,24,2026-01-14,MB038
F00543,CAMP110,social,neutral,Motivation & habit,38,2026-03-02,MB034
F00544,CAMP114,email,neutral,Too much jargon,29,2026-01-23,MB001
F00545,CAMP113,web,negative,Pricing confusion,50,2026-01-10,MB011
F00546,CAMP110,app,negative,App performance,56,2026-01-08,MB003
F00547,CAMP111,app,negative,Hard to find schedule,20,2025-12-08,MB023
F00548,CAMP101,app,positive,Repetitive messaging,24,2026-02-23,MB048
F00549,CAMP106,app,positive,Community vibe,6,2026-01-06,MB018
F00550,CAMP108,app,negative,Too much jargon,81,2026-02-22,MB013
F00551,CAMP110,app,neutral,Video quality,45,2026-02-15,MB011
F00552,CAMP108,social,negative,Not personalized enough,45,2026-02-13,MB019
F00553,CAMP100,email,positive,Instructor energy,48,2026-03-03,MB029
F00554,CAMP117,app,negative,Difficulty mismatch,89,2026-01-02,MB020
F00555,CAMP117,app,neutral,App performance,25,2026-02-17,MB008
F00556,CAMP109,app,neutral,Difficulty mismatch,33,2025-12-25,MB006
F00557,CAMP108,app,negative,Too many notifications,40,2025-12-08,MB048
F00558,CAMP108,email,negative,Hard to find schedule,47,2026-02-09,MB037
F00559,CAMP116,app,negative,App performance,44,2026-02-28,MB033
F00560,CAMP117,social,negative,Hard to find schedule,62,2026-02-10,MB012
F00561,CAMP109,web,neutral,Repetitive messaging,37,2026-02-14,MB010
F00562,CAMP114,web,negative,Repetitive messaging,49,2026-02-10,MB030
F00563,CAMP108,app,negative,Music selection,57,2026-02-10,MB036
F00564,CAMP110,social,positive,Motivation & habit,52,2026-03-01,MB035
F00565,CAMP107,app,neutral,Not personalized enough,33,2026-01-17,MB013
F00566,CAMP115,email,negative,Not personalized enough,56,2026-01-31,MB047
F00567,CAMP104,social,negative,Difficulty mismatch,62,2026-02-27,MB029
F00568,CAMP109,app,negative,Repetitive messaging,48,2026-02-14,MB048
F00569,CAMP108,web,neutral,Difficulty mismatch,31,2026-01-31,MB030
F00570,CAMP100,app,negative,Hard to find schedule,47,2026-02-12,MB025
F00571,CAMP101,app,negative,Pricing confusion,69,2026-03-03,MB011
F00572,CAMP100,email,negative,Instructor energy,41,2026-01-30,MB023
F00573,CAMP106,email,negative,Too much jargon,34,2026-01-24,MB023
F00574,CAMP109,social,negative,Unclear value proposition,12,2026-01-29,MB022
F00575,CAMP115,email,neutral,Hard to find schedule,3,2025-12-10,MB046
F00576,CAMP108,email,positive,Motivation & habit,33,2026-02-26,MB012
F00577,CAMP114,email,neutral,Too much jargon,25,2026-01-17,MB046
F00578,CAMP101,email,positive,Instructor energy,8,2026-01-29,MB013
F00579,CAMP112,app,positive,Difficulty mismatch,49,2026-01-26,MB015
F00580,CAMP105,web,neutral,Not personalized enough,17,2026-01-18,MB010
F00581,CAMP108,social,negative,App performance,64,2026-02-02,MB040
F00582,CAMP117,social,positive,Motivation & habit,56,2026-02-05,MB034
F00583,CAMP110,email,neutral,Instructor energy,9,2026-01-04,MB034
F00584,CAMP105,social,negative,Unclear value proposition,17,2026-02-03,MB007
F00585,CAMP115,web,negative,Instructor energy,68,2026-02-23,MB033
F00586,CAMP113,app,negative,App performance,64,2026-01-18,MB029
F00587,CAMP109,email,negative,App performance,73,2026-02-07,MB027
F00588,CAMP114,email,negative,Motivation & habit,70,2026-01-07,MB004
F00589,CAMP114,email,positive,Instructor energy,34,2026-01-03,MB014
F00590,CAMP106,app,neutral,Too much jargon,29,2026-01-18,MB017
F00591,CAMP113,app,neutral,Music selection,30,2026-02-09,MB011
F00592,CAMP101,web,positive,Community vibe,43,2026-02-18,MB013
F00593,CAMP114,email,positive,Motivation & habit,53,2025-12-18,MB021
F00594,CAMP115,social,negative,Music selection,78,2025-12-18,MB032
F00595,CAMP112,email,neutral,Pricing confusion,18,2026-02-08,MB042
F00596,CAMP113,social,negative,Unclear value proposition,15,2026-01-20,MB024
F00597,CAMP109,app,negative,Too many notifications,67,2026-01-23,MB050
F00598,CAMP114,app,positive,Too many notifications,16,2026-02-24,MB007
F00599,CAMP111,web,negative,Repetitive messaging,57,2026-02-20,MB049
F00600,CAMP112,email,negative,Too many notifications,27,2026-02-08,MB013
F00601,CAMP117,email,negative,Pricing confusion,49,2026-01-20,MB037
F00602,CAMP107,app,neutral,Unclear value proposition,32,2025-12-07,MB005
F00603,CAMP103,email,neutral,Music selection,15,2026-02-08,MB035
F00604,CAMP116,email,negative,Difficulty mismatch,76,2025-12-23,MB046
F00605,CAMP100,web,neutral,Motivation & habit,21,2026-03-01,MB004
F00606,CAMP117,app,neutral,Not personalized enough,33,2026-01-18,MB030
F00607,CAMP102,email,neutral,Not personalized enough,44,2026-01-01,MB004
F00608,CAMP110,app,neutral,Not personalized enough,34,2026-02-26,MB033
F00609,CAMP116,social,negative,Too much jargon,61,2026-01-24,MB013
F00610,CAMP104,social,negative,App performance,28,2026-02-11,MB038
F00611,CAMP100,social,negative,Video quality,47,2026-01-20,MB010
F00612,CAMP108,app,neutral,Hard to find schedule,45,2026-02-20,MB032
F00613,CAMP106,web,neutral,Community vibe,31,2026-02-18,MB016
F00614,CAMP110,web,negative,Unclear value proposition,51,2026-01-02,MB039
F00615,CAMP108,email,negative,App performance,36,2026-01-03,MB003
F00616,CAMP109,social,neutral,Difficulty mismatch,9,2026-02-15,MB027
F00617,CAMP113,web,positive,Repetitive messaging,84,2026-01-17,MB013
F00618,CAMP108,email,negative,Too many notifications,34,2026-01-07,MB012
F00619,CAMP111,app,neutral,Music selection,41,2026-02-09,MB022
F00620,CAMP102,email,positive,Unclear value proposition,29,2026-01-14,MB015
F00621,CAMP103,email,positive,Instructor energy,36,2026-02-26,MB023
F00622,CAMP102,social,positive,Hard to find schedule,66,2025-12-08,MB033
F00623,CAMP106,web,neutral,Not personalized enough,35,2026-02-22,MB009
F00624,CAMP117,email,positive,Community vibe,5,2026-02-22,MB032
F00625,CAMP100,app,negative,Difficulty mismatch,43,2026-02-07,MB028
F00626,CAMP101,app,neutral,Too much jargon,16,2026-01-16,MB032
F00627,CAMP109,web,positive,Too many notifications,45,2026-01-08,MB048
F00628,CAMP112,web,neutral,App performance,47,2026-02-08,MB025
F00629,CAMP111,web,negative,Community vibe,28,2025-12-25,MB013
F00630,CAMP112,app,negative,Community vibe,60,2026-02-15,MB002
F00631,CAMP102,social,negative,Motivation & habit,30,2026-01-31,MB038
F00632,CAMP108,app,neutral,Difficulty mismatch,10,2025-12-15,MB028
F00633,CAMP101,app,negative,Unclear value proposition,58,2026-01-17,MB026
F00634,CAMP111,email,negative,Community vibe,58,2026-02-24,MB037
F00635,CAMP104,social,neutral,Instructor energy,39,2026-03-01,MB019
F00636,CAMP113,app,negative,Too much jargon,74,2026-03-02,MB047
F00637,CAMP109,email,positive,Instructor energy,71,2026-02-06,MB043
F00638,CAMP108,app,negative,Music selection,48,2026-02-13,MB050
F00639,CAMP110,email,positive,Instructor energy,58,2026-02-23,MB022
F00640,CAMP105,app,neutral,Motivation & habit,23,2026-02-28,MB015
F00641,CAMP109,email,neutral,Not personalized enough,43,2026-01-09,MB037
F00642,CAMP101,web,neutral,Video quality,16,2025-12-03,MB023
F00643,CAMP117,social,neutral,App performance,43,2026-01-08,MB005
F00644,CAMP104,web,negative,Not personalized enough,43,2026-01-16,MB018
F00645,CAMP112,app,negative,Pricing confusion,44,2026-02-25,MB006
F00646,CAMP111,app,positive,Difficulty mismatch,52,2026-02-25,MB038
F00647,CAMP106,social,positive,Hard to find schedule,28,2026-02-09,MB032
F00648,CAMP112,app,neutral,Music selection,12,2026-02-18,MB009
F00649,CAMP106,app,neutral,Difficulty mismatch,7,2026-01-30,MB043
F00650,CAMP100,email,positive,Community vibe,51,2026-01-14,MB026
F00651,CAMP111,email,negative,Unclear value proposition,53,2025-11-24,MB046
F00652,CAMP100,email,positive,Repetitive messaging,44,2026-01-26,MB014
F00653,CAMP114,app,negative,Too many notifications,62,2026-02-09,MB050
F00654,CAMP105,app,neutral,Unclear value proposition,16,2026-02-08,MB049
F00655,CAMP102,email,neutral,Repetitive messaging,54,2026-02-28,MB043
F00656,CAMP115,app,positive,App performance,59,2026-01-16,MB047
F00657,CAMP113,app,positive,Video quality,57,2026-01-24,MB003
F00658,CAMP106,email,neutral,Motivation & habit,32,2026-02-01,MB026
F00659,CAMP110,social,neutral,Unclear value proposition,22,2026-02-26,MB040
F00660,CAMP107,web,negative,Pricing confusion,28,2026-02-16,MB039
